,price,floor_level,bedroom_amount,net_area,district,address,misc,facility,url_desc
578,7500000,H,1,469,Tsuen Wan,100 Yeung Uk Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-Chelsea-Court-Tower-South-A2-Higher-Floor-Flat-C-M300351978
579,11600000,H,3,644,Ma On Shan,628 Sai Sha Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-The-Tolo-Place-Block-3-Higher-Floor-Flat-C-M300105041
580,6100000,L,2,338,Ma On Shan,18 On Luk Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-4-Block-G-Lower-Floor-Flat-6-M300246055
581,9200000,L,3,551,Ma On Shan,18 On Luk Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-4-Block-G-Lower-Floor-Flat-5-M300683781
582,4980000,H,2,326,Tuen Mun,3 Tuen Lung Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Tuen-Mun-Town-Plaza-Phase-2-Block-1-Higher-Floor-Flat-B-M301273250
583,9100000,H,2,490,Quarry Bay,2-4 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-R-Higher-Floor-Flat-4-M100387326
584,9300000,H,2,460,Lai Chi Kok,833 Lai Chi Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Liberte-Block-3-Higher-Floor-Flat-E-M200614475
585,9200000,H,2,501,Lai Chi Kok,8 Sham Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Aquamarine-Block-3-Higher-Floor-Flat-B-M200795145
586,6850000,M,2,378,Hang Hau,1 Ngan O Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-La-Cite-Noble-Block-5-Middle-Floor-Flat-C-M250616369
587,6800000,H,2,337,Ma On Shan,8 On Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00003', 'name': 'Newly Decorated'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-3-Block-R-Higher-Floor-Flat-2-M300693848
588,8480000,L,3,693,Yuen Long,33 Yuen Long Kau Hui Rd,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-The-Parcville-Block-13-Lower-Floor-Flat-G-M300930909
589,7300000,H,2,434,Hang Hau,1 Ngan O Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-La-Cite-Noble-Block-4-Higher-Floor-Flat-E-M201426794
590,8500000,H,2,466,Quarry Bay,6-8 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-Q-Higher-Floor-Flat-11-M101109875
591,6200000,H,2,445,Tsuen Wan,22-26 Wai Tsuen Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}]","[{'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Luk-Yeung-Sun-Chuen-Block-L-Higher-Floor-Flat-6-M300641550
592,8980000,M,3,519,Ma On Shan,18 On Luk Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-4-Block-H-Middle-Floor-Flat-1-M300248738
593,7600000,L,1,378,Lai Chi Kok,833 Lai Chi Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Liberte-Block-5-Lower-Floor-Flat-A-M201783626
594,11600000,H,3,626,Ma On Shan,628 Sai Sha Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-The-Tolo-Place-Block-4-Higher-Floor-Flat-D-M300263194
595,9500000,H,2,490,Hang Hau,15 Pui Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Hang-Hau-Residence-Oasis-Block-1-Higher-Floor-Flat-C-M200109618
596,11000000,H,4,618,Ma On Shan,18 On Luk Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-4-Block-M-Higher-Floor-Flat-4-M300141360
597,7690000,M,1,378,Lai Chi Kok,833 Lai Chi Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Liberte-Block-5-Middle-Floor-Flat-A-M202789462
598,4800000,M,2,318,Tuen Mun,3 Tuen Lung Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Tuen-Mun-Town-Plaza-Phase-2-Block-2-Middle-Floor-Flat-A-M300115010
599,7800000,H,2,506,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00042', 'name': 'Racecourse View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-7-Higher-Floor-Flat-E-M300288839
600,6990000,H,2,498,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-4-Higher-Floor-Flat-B-M300594769
601,7700000,M,2,510,Shatin,2-18 Lok King Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Fo-Tan-Jubilee-Garden-Block-7-Middle-Floor-Flat-C-M300672571
602,10000000,L,3,616,Quarry Bay,14-16 Hong On Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Quarry-Bay-Kornhill-Block-N-Lower-Floor-Flat-9-M101112456
603,7880000,L,1,389,Tsuen Wan,51 Wing Shun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-The-Pavilia-Bay-Tower-1B-Lower-Floor-Flat-G-M300873800
604,9000000,M,3,660,Tsuen Wan,48 Wing Shun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/New-Territories-Riviera-Area-City-Point-Block-8-Middle-Floor-Flat-F-M300121937
605,6100000,L,2,460,Yuen Long,33 Yuen Long Kau Hui Rd,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-The-Parcville-Block-13-Lower-Floor-Flat-D-M301394866
606,7300000,H,3,573,Sheung Shui / Fanling,23 Yat Ming Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Fanling-Fanling-North-Sha-Tau-Kok-Ta-Ku-Ling-Dawning-Views-Block-03-Higher-Floor-Flat-F-M300993151
607,10200000,H,3,674,Hung Hom,121 Baker Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/Kowloon-Whampoa-Whampoa-Garden-Site-1-Block-03-Higher-Floor-Flat-C-M201134462
608,17800000,H,3,1046,Tsuen Wan,100 Yeung Uk Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-Chelsea-Court-Tower-North-B2-Higher-Floor-Flat-H-M300674235
609,6280000,H,2,361,Ma On Shan,8 On Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Ma-On-Shan-Sunshine-City-Phase-3-Block-P-Higher-Floor-Flat-4-M301360888
610,10800000,H,3,651,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-2-Le-Point-Block-8-Higher-Floor-Flat-H-M200664639
611,18300000,M,4,961,Shatin,1 Mei Tin Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/New-Territories-Tai-Wai-Festival-City-Phase-3-Block-5-Middle-Floor-Flat-NB-M300496375
612,8300000,L,2,477,Tuen Mun,83 Tuen Mun Heung Sze Wui Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Tuen-Mun-Town-Centre-Century-Gateway-Phase-2-Block-8-Lower-Floor-Flat-H-M300350646
613,7250000,H,2,509,Yuen Long,33 Yuen Long Kau Hui Rd,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00002', 'name': 'Well Decorated'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-The-Parcville-Block-09-Higher-Floor-Flat-B-M350843548
614,5860000,H,2,385,Sheung Shui / Fanling,23 Yat Ming Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Fanling-Fanling-North-Sha-Tau-Kok-Ta-Ku-Ling-Dawning-Views-Block-11-Higher-Floor-Flat-E-M300187051
615,11200000,M,3,651,Tiu Keng Leng,8 King Ling Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Metro-Town-Phase-2-Le-Point-Block-10-Middle-Floor-Flat-H-M200645860
